Course Code,Title,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4,Prerequisite 5,Description
CAS BI 542,Neuroethology,CAS BI 325 OR CAS NE 203,,,,,"Undergraduate Prerequisites: CASBI 325 or CASNE 203 or consent of instructor. - An in-depth study of the neural mechanisms underlying natural behaviors in animals, integrating perspectives from behavioral ecology and neurobiology. Emphasizes behaviors central to fitness, including sensory and motor bases of prey detection, predator avoidance, communication, courtship, navigation, and migration. Covers non-model organisms (e.g., honey bees, owls, bats, and crickets). Lectures are integrated with student-led discussions of relevant research papers. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 546,Marine Megafaunal Ecology: Stellwagen Bank National Marine Sanctuary and Surrounding Waters,CAS BI 260,CAS MA 213,ENROLLMENTINTHEBUMARINESEMESTER,,,"Undergraduate Prerequisites: CASBI 260 and CASMA 213 or consent of instructor; enrollment in the BU Marine Semester. - Marine macrofauna, from macrobenthos to whales, seals, seabirds, sharks, bony fishes, turtles, jellies, and humans in Stellwagen Bank National Marine Sanctuary. Sail aboard research vessel ""Auk"" and become a participant in SBNMS research to understand life in the Gulf of Maine. Apply data collected to marine biodiversity conservation and sustainable resource management. Student research helps to invent the science of coupled human and natural systems, mines ecosystem insights for Sanctuary operations, and guides deployment of the new kid on the block: offshore renewable energy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 548,Marine Microbial Ecology: Exploring Marine Microbes through Microscopy,,,,,,"Microorganisms are the most abundant form of life in the ocean. Fluorescence in situ hybridization (FISH) is a critical tool that uses sequencing to develop a deeper sense of specific microbe roles in an ecosystem. This project-based course weaves together scientific background, analytical tools, and data processing and analysis. Students gain insight into the complexity and importance of marine microbial communities. With lab-based FISH projects, students design and conduct an adaptive set of experiments. Through computational data analysis, students turn raw data into usable results. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 550,Marine Genomics,CAS BI 108,,,,,"Undergraduate Prerequisites: CASBI 108 or equivalent. - Covers the evolution of genomes, the architecture of gene networks, and the connection between genotype and phenotype in marine organisms, as well as the technical development of modern genomics. Student research projects utilize modern genomics experimental approaches. Effective Fall 2019, this course fulfills a single unit in the following BU Hub area: Teamwork/Collaboration. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 551,Biology of Stem Cells,"CAS BI 203 OR CAS BI 206,",,,,,"Undergraduate Prerequisites: (CASBI 203 OR CASBI 206), or consent of instructor. - Views on stem cell research range from assumptions of a potential cure for most diseases to fears that it will depreciate the value of human life. This course equips students with the science that underlies this discussion, including the biological properties of stem cells and the experimental hurdles to utilization in regenerative medicine. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 552,Molecular Biology 1,CAS BI 203 OR CAS BI 213,CAS BI 206 OR CAS BI 216,,,,"Undergraduate Prerequisites: (CASBI203 or CASBI213) and (CASBI206 or CASBI216). - Synthesis, structure, function, regulation of macromolecules (DNA, RNA, protein). Prokaryotic and eukaryotic molecular biology. Topics include: replication, repair, recombination, transcription, translation, 5-methylcytosine, transcription factors, DNA looping (enhancer- promoter, insulator, etc.), histone modification/chromatin remodeling, non-coding RNA. Discussion of genetic and recombinant DNA techniques, including CRISPR/Cas9. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 553,Molecular Biology 2,CAS BI 552CASBI/CH421/422RECOMMENDED,,,,,"Undergraduate Prerequisites: (CASBI552) (CAS BI/CH 421/422 recommended.) - This course focuses on eukaryotic gene regulation. Course topics include genome organization and DNA rearrangement, RNA interference and noncoding RNAs, gene editing, mouse transgenic approaches, signal transduction pathways, chromatin structure, and cell cycle. Research articles will be discussed. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 556,Drug Discovery in Neuroscience,"CAS NE 102 OR BI108,CH102,",NE/PS333,,,,"Undergraduate Prerequisites: CASNE 102 (or BI 108), CH 102, and NE/PS 333. - The process of drug discovery is complex especially when a drug is intended to treat a neurological disease. This discussion-heavy course examines the specific challenges of modern neuroscience drug discovery, including: target selection, pharmacokinetics, pharmacodynamics, modeling of disease states within the context of the drivers and limitations of the Drug Discovery Industry. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Scientific Inquiry II, Creativity/Innovation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 558,Coastal Biogeochemistry,CAS CH 101,CAS CH 102,"CAS ES 144S,",ADMISSIONTOTHEMARINESEMESTER,,"Undergraduate Prerequisites: (CASCH101 & CASCH102 & CASES144) or equivalents, and admission to the Marine Semester. - Examines coastal energy flow and nutrient cycling in the context of human impacts. Links between local and global scales are emphasized. Course is part of the Marine Semester and involves field and laboratory work. Also offered as CAS ES 558. Effective Fall 2019, this course is part of a Hub sequence. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 559,Quantitative Microbiology,CAS BI 108,CAS MA 121,CAS PY 105S,,,"Undergraduate Prerequisites: (CASBI108 & CASMA121 & CASPY105) or equivalents; or consent of instructor. - Covers mathematical models used to describe bacterial behaviors and phenomena including growth, multispecies interactions, motility, and cell differentiation. Includes an introduction to python (no programming experience needed). Techniques/approaches learned are applicable to any area of the life sciences. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 560,Systems Biology,CAS BI 552 OR CONSENTOFTHEINSTRUCT OR ,,,,,"Undergraduate Prerequisites: (CASBI552) or consent of the instructor. - Examines critical components of systems biology, including design principles of biological systems (e.g., feedback, synergy, cooperativity), and the generation and analysis of large-scale datasets (e.g., protein- protein interaction, mRNA expression). Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 561,Proteostasis in the Biology of Neurodegenerative Diseases,CAS NE 102 OR CAS BI 108,,,,,"Undergraduate Prerequisites: CASNE 102 or CASBI 108. CASBI 203 or CASBI 213 are recommended. - A hands-on class focusing on the mechanisms that control protein homeostasis, and on the approaches that we can use to study how it may change in conditions associated with neurodegenerative diseases. The class mimics, as much as possible, a real research environment, as students carry out experiments throughout the semester, learn how to develop and test new hypotheses, and also share knowledge through weekly readings and presentation of research articles inherent to the topics of the class. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry II, Creativity/Innovation, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 562,Tropical Seagrasses: Ecology and Conservation,ADMITTANCETOTHEBUMARINESEMESTER,,,,,"Undergraduate Prerequisites: admittance to the BU Marine Semester. - This field course focuses on tropical seagrasses located in the Turneffe Atoll Marine Reserve Belize. Lecture topics include seagrass biology, ecology and conservation. Students gain proficiency in research and field assessment methods and carry out a group research project. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 565,Functional Genomics,CAS BI 552,,,,,"Undergraduate Prerequisites: (CASBI552) or consent of instructor. First Year Writing Seminar (e.g., WR 100 or WR 120) - Graduate Prerequisites: background in molecular biology. - This paper- and problem-based course focuses on functional genomics topics such as genetic variation, genome organization, and mechanisms of transcriptional and post-transcriptional gene regulation. Up-to-date methods include NGS, genome editing, ChIP-seq, chromatin accessibility assays, transcriptomics, and proteomics. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Writing-Intensive Course, Critical Thinking. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 566,DNA Dynamics in Disease,CAS BI 206 OR CAS BI 216,,,,,"Undergraduate Prerequisites: (CASBI 206 OR CASBI 216) or consent of instructor. - What goes wrong to cause disease? In this course we examine diseases caused by problems in basic cellular processes including mitosis, meiosis, and DNA repair. We focus on past and current research that has led to the understanding of the mechanisms contributing to disease. Content is delivered through active, engaging lectures where you analyze data from past and current research papers, and think critically to answer questions. Paper discussion days include an in-depth analysis of one primary literature article that is central to the field. Effective Fall 2022, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry II, Critical Thinking, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 569,Tropical Marine Invertebrates,CAS BI 107,CAS BI 260,ENROLLMENTINTHEMARINESEMESTER,,,"Undergraduate Prerequisites: (CASBI 107 & CASBI 260) and enrollment in the Marine Semester. - Explores the diversity of marine invertebrates, including body plans, feeding biology, reproductive strategies, and developmental programs. Field biodiversity surveys and behavioral studies in shallow water tropical marine environments, especially seagrass beds and mangrove. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 572,Advanced Genetics,CAS BI 206,CAS BI 203CAS BI 552ISRECOMMENDED,,,,"Undergraduate Prerequisites: (CASBI206 & CASBI203) CAS BI 552 is recommended. - An in-depth study of eukaryotic genetics, ranging from the history and basic principles to current topics and modern experimental approaches. Genetics of Drosophila, C. elegans, mice, and humans are explored in detail, including readings from primary literature. Three hours lecture, one hour discussion. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Ethical Reasoning. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 575,"Techniques in Cellular and Molecular Neuroscience (PER/Neuro, CM)","CAS BI 325 OR EITHERCAS BI 201 OR CAS NE 201,",JUNI OR  OR SENI OR ST,"ING,",,,"Undergraduate Prerequisites: (CASBI325) or either CASBI201 or CASNE201, and junior or senior standing, or cons ent of instructor. - Laboratory course in which techniques used in cellular neuroscience are taught. Subjects covered include sensory coding, synaptic transmission, neural excitability, and cellular neuroanatomy. Eight hours lab. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 576,Carcinogenesis,CAS BI 203,CAS BI 206,CAS BI 552,,,"Undergraduate Prerequisites: (CASBI203 & CASBI206 & CASBI552) - Covers multiple aspects of cancer biology with a focus on molecular mechanisms underlying cancer development and progression, and the implications for therapy. Topics include oncogenes, tumor suppressors, apoptosis, angiogenesis, metastasis, mouse models, and chemotherapy. Emphasis on current research. Students may not receive credit for more than one of the following courses: CAS BI 327, CAS BI 576, and GMS BT 520. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 577,Quantitative Approaches in Molecular Biology,GRSBI753,PHDST,ING,,,"Undergraduate Prerequisites: (GRSBI753) and PhD standing. - Introduces biology graduate students to concepts and bioinformatics tools necessary for quantitative analysis of biological problems. Students learn the programming language R, analyze next generation sequencing and transcriptomic data. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 578,Marine Geographic Information Science,CAS BI 260,CAS EE 144,CAS MA 213ISRECOMMENDED,,,"Undergraduate Prerequisites: CASBI 260 and CASEE 144; CASMA 213 is recommended - Introduction to marine geographic information systems and spatial analysis for conservation, management, and marine landscape ecology. Comparative examples from Gulf of Maine and tropics. Solve problems in coastal zoning and marine park design, whale and coral reef conservation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 579,"Progress in Ecology, Behavior, Evolution, and Marine Biology 1",GRADUATEST,INGINEBE OR MB,,,,"Undergraduate Prerequisites: graduate standing in EBE or MB. - Facilitates presentation and discussion of research ideas, preliminary data, and research progress by all graduate students in Ecology/Behavior/Evolution and Marine Biology (EBE-MB). All EBE-MB graduate students are encouraged to participate every semester, but only receive two credits toward the degree once, for BI 579 or BI 580. Not a Biology/BMB major/minor elective toward the BA and cannot be combined with another 2-credit course for elective credit toward the BA. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 580,"Progress in Ecology, Behavior, Evolution, and Marine Biology 2",GRADUATEST,INGINEBE OR MB,,,,"Undergraduate Prerequisites: graduate standing in EBE or MB. - Facilitates presentation and discussion of research ideas, preliminary data, and research progress by all graduate students in Ecology/Behavior/Evolution and Marine Biology (EBE-MB). All EBE-MB graduate students are encouraged to participate every semester, but only receive two credits toward the degree once, for BI 579 or BI 580. Not a Biology/BMB major/minor elective toward the BA and cannot be combined with another 2-credit course for elective credit toward the BA. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 581,Seminar in Biology,CONSENTOFINSTRUCT OR ,,,,,Undergraduate Prerequisites: consent of instructor. - Graduate Prerequisites: consent of instructor. - Informal discussion and student reports on subjects of current interest based on an intensive study of the literature. Topics and prerequisites vary. Not for Biology major or minor credit unless two sections of BI 581/582 are taken. One topic is offered Fall 2021. Section B1: Grant Writing. Seminar course in preparing a research grant proposal. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
CAS BI 582,Seminar in Biology,CONSENTOFINSTRUCT OR ,,,,,Undergraduate Prerequisites: consent of instructor. - Graduate Prerequisites: consent of instructor. Open to seniors and graduate students concentrating in biology. - Informal discussion and student reports on subjects of current interest based on an intensive study of the literature. Topics and prerequisites vary. Not for Biology major or minor credit unless two sections of BI 581/582 are taken. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
CAS BI 583,Seminar: Progress in Cell and Molecular Biology,OPENTOGRADUATESTUDENTSONLY,,,,,"Undergraduate Prerequisites: Open to graduate students only. - Facilitates presentation and discussion of research ideas, preliminary data, and research progress by all graduate students in Cell & Molecular Biology (CM). All CM graduate students are encouraged to participate every semester, but receive credits toward the degree only once. BI 583 (fall course) and BI 584 (spring course) can both be taken (4 credits total) for the degree. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 584,Seminar: Progress in Cell and Molecular Biology,OPENTOGRADUATESTUDENTSONLY,,,,,"Undergraduate Prerequisites: Open to graduate students only. - Facilitates presentation and discussion of research ideas, preliminary data, and research progress by all graduate students in Cell & Molecular Biology (CM). All CM graduate students are encouraged to participate every semester, but receive credits toward the degree only once. BI 583 (fall course) and BI 584 (spring course) can both be taken (4 credits total) for the degree. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 586,Ecological Genomics,CAS BI 206 OR BI216,MA115 OR MA213,,,,"Undergraduate Prerequisites: (CAS BI 206 or BI 216) and (MA 115 or MA 213); or consent of instructo r. Also recommended are BI 303 and BI 309. - Course covers topics related to community ecology, population biology and organismal physiology. Lectures and readings are integrated with genomic analyses and statistics. Focus is on marine invertebrates; however, these tools are universal across microbes, fungi, plants and animals. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Creativity/Innovation, Teamwork/Collaboration. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 588,Project Design and Statistics in Biological Anthropology,,,,,,"This seminar teaches students project design and statistics using R and Rstudio. Students will become competent in coding, version control, data reports and commenting code, and implement both basic and advanced statistics to be used in student research projects. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Quantitative Reasoning II, Scientific Inquiry II, Teamwork/Collaboration. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 589,Neural Impacts on Tumorigenesis,CAS NE 203 OR CAS BI 325,,,,,"Undergraduate Prerequisites: (CASNE203 OR CASBI325) - Explores neuronal invasion and mechanisms of neurogenesis into solid tumors, cross-talk in tumor microenvironments, and nervous system influence on cancer modulators that enhance tumorigenesis. Enhancement of cancer from environmental stress at this interface is also examined. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 591,Bio-Optical Oceanography,ADMISSIONTOTHEMARINESEMESTER,,,,,"Undergraduate Prerequisites: admission to the Marine Semester. - This field- and lab-based course explores how the optically active constituents in seawater affect the in-water light field, and in turn, how field optics and remote sensing can facilitate the study of marine biogeochemistry, biological oceanography and water quality. Also offered as CAS ES 591. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 593,Marine Physiology and Climate Change,"CAS BI 108 OR CONSENTOFTHEINSTRUCT OR ,",ADMISSIONTOTHEMARINESEMESTER,,,,"Undergraduate Prerequisites: (CASBI108) or consent of the instructor, and admission to the Marine Semester. - Explores the range of physiological responses marine organisms exhibit in response to climate change. Investigates phenotypic plasticity exhibited across different organisms and how this plasticity can influence an organism's resilience to its changing environment. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 594,Topics in Biology 5,,,,,,This course may be repeated for credit if the topic is different. Prerequisites vary with topic. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
CAS BI 595,Master's Research in Biology,ADMISSIONINTOTHEMS OR BA/MSCOMBINEDPROGRAM,,,,,"Undergraduate Prerequisites: Admission into the MS or BA/MS combined program - Biology laboratory research conducted under supervision of a faculty member. Externships are acceptable with prior approval. Minimum of 7.5 or 15 hours per week in the lab, culminating in submission of a written progress report. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 597,Graduate Directed Study in Biology,,,,,,Mentored directed study with a faculty member of the Biology Department. The directed study should involve graduate level investigation on a well-defined subject determined in consultation with faculty member. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
CAS BI 598,Neural Circuits,"CAS BI 325 OR CAS NE 203,",CAS PY 106,,,,"Undergraduate Prerequisites: CASBI 325 or CASNE 203, and CASPY 106. - Reviews modern techniques and toolsets that are capable of dissecting neural circuits, which are critical for understanding how coordinated patterns of neural activity lead to complex behavior. Recent literature on information processing, guided behavior and cognition is discussed. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 599,Physiology of the Synapse,JUNI OR ST,ING,,,,"Undergraduate Prerequisites: junior standing. Recommended: CAS BI 325 or BI 445 or BI 481. - Neuron development and maturation, synapse formation, structure and molecular components of synapses, synaptic transmission, synaptic plasticity, neurotransmitter receptors, cellular basis for learning and memory, synaptic pathology in neurological diseases. Two hours lecture, two hours paper presentation and discussion. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
