Course Code,Title,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4,Prerequisite 5,Description
ENG ME 721,Acoustic Bubble Dynamics,ENG ME 520,ENG ME 542,,,,"Undergraduate Prerequisites: (ENGME520 & ENGME542) or equivalent - Bubbles and acoustic cavitation play an important role in many aspects of application of sonic and ultrasonic energy in fluids and biological tissue. This course will introduce the study of bubble phenomena in sound fields. The fundamental physical acoustics of bubbles (and the fundamental physics which can be illustrated by the study of bubble dynamics) will be stressed. The family of Rayleigh-Plesset equations for time-dependent bubble behavior will be derived from the Navier-Stokes equations. Analytical approximations to the Rayleigh-Plesset equations in limiting cases will be derived and studied. Approximations to the thermodynamic behavior of oscillating bubbles will be considered in detail. Thermal, acoustic and viscous contributions to dissipation will be treated. Numerical solutions will also be studied, specifically in the context of highly nonlinear behavior during acoustically-forced oscillations. Specific experiments, and expérimental techniques for measuring bubble dynamics will be studied in detail. Topics covered will contrast agent microbubbles, acoustics of bubbly liquids, bubble-mediated bioeffects, shape instabilities, acoustic levitation, sonoluminescence, heat and mass transfer during bubble oscillations, sonochemistry and cavitation detection and monitoring. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 724,Advanced Optimization Theory and Methods,,,,,,"Graduate Prerequisites: ENG EC 524 or consent of instructor. - Complements ENGEC524 by introducing advanced optimization techniques. Emphasis on nonlinear optimization and recent developments in the field. Topics include: unconstrained optimization methods such as gradient and incremental gradient, conjugate direction, Newton and quasi-Newton methods; constrained optimization methods such as projection, feasible directions, barrier and interior point methods; duality; and stochastic approximation algorithms. Introduction to modern convex optimization including semi-definite programming, conic programming, and robust optimization. Applications drawn from control, production and capacity planning, resource allocation, communication and sensor networks, and bioinformatics. Same as ENG EC 724 and ENG SE7 24. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 725,Queueing Systems,,,,,,"Graduate Prerequisites: (ENGEK500 OR ENGEC505) or consent of instructor. - Performance modeling using queueing networks, analysis of product form and non-product form networks, numerical methods for performance evaluation, approximate models of queueing systems, optimal design and control of queueing networks. Applications from manufacturing systems, computer systems and communication networks. Same as ENG EC 725 and ENG SE 725. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 726,Fundamentals of Biomaterials,ENG EK 301,ENG EK 424,CAS CH 101,CAS CH 102,ENG BE 209,"Undergraduate Prerequisites: (ENGEK301 & ENGEK424 & CASCH101 & CASCH102 & ENGBE209) - Provides the chemistry and engineering skills needed to solve challenges in the biomaterials and tissue engineering area, concentrating on the fundamental principles in biomedical engineering, material science, and chemistry. Covers the structure and properties of hard materials (ceramics and metals) and soft materials (polymers and hydro-gels). Same as ENG BE 526, ENG BE 726,ENG MS 726. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 727,Principles and Applications of Tissues,ENG EK 301,ENG EK 424,CAS CH 101,CAS CH 102,ENG BE 209,"Undergraduate Prerequisites: (ENGEK301 & ENGEK424 & CASCH101 & CASCH102 & ENGBE209) - Provides the chemistry and engineering skills needed to solve challenges in the biomaterials and tissue engineering area, concentrating on cell-biomaterial interactions, soft tissue mechanics and specific research topics. Students will write a NIH-style grant proposal on a specific research topic. Note that the laboratory portion is not offered in ENG ME 727. Same as ENG BE 527, ENG BE 727, ENG ME 727, ENG MS 727. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 733,Discrete Event and Hybrid Systems,,,,,,"Graduate Prerequisites: (ENGEK500) or equivalent or consent of instructor. - Review of system theory fundamentals distinguishing between time-driven and event-driven dynamics. Modeling of Discrete Event and Hybrid Systems; Automata, Hybrid Automata, Petri Nets, basic queueing models, and stochastic flow models. Monte Carlo computer simulation: basic structure and output analysis. Analysis, control, and optimization techniques based on Markov Decision Process theory with applications to scheduling, resource allocation, and games of chance. Perturbation Analysis and Rapid Learning methods with applications to communication networks, manufacturing systems, and command-control. Same as ENG EC 733 and ENG SE 733. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 734,Hybrid Systems,,,,,,"Graduate Prerequisites: (ENGSE501 OR ENGEC501 OR ENGME501) or consent of instructor. - The course offers a detailed introduction to hybrid systems, which are dynamical systems combining continuous dynamics (modeled by differential equations) with discrete dynamics (modeled by automata). The covered topics include modeling, simulation, stability analysis, verification, and control of such systems. The course contains several applications from both natural and manmade environments, ranging from gene networks in biology, to networked embedded systems in avionics and automotive controls, and to motion planning and control in robotics. Same as ENG ME 734 and ENG SE 734. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 740,"Vision, Robotics, and Planning",GRADUATEST,ING,,,,"Undergraduate Prerequisites: Graduate standing or consent of instructor. - Methodologies required for constructing and operating intelligent mechanisms. Comprehensive introduction to robot kinematics for motion planning. Dynamics and control of mechanical systems. Formal treatment of differential relationships for understanding the control of forces and torques at the end effector. Discussion of robot vision and sensing and advanced topics in robot mechanics, including elastic effects and kinematic redundancy. Same as ENG SE 740. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 762,Nonlinear Systems and Control,,,,,,"Graduate Prerequisites: (ENGME501) or ENG EC 501 or consent of instructor - Introduction to the theory and design methods of non-linear control systems. Application to robotics, vibration and noise control, fluid control, manufacturing processes, and biomedical systems. Mathematical methods based on the theory of differentiable manifolds; non-linear control techniques include feedback linearization, back-stepping, forwarding, and sliding mode control. Additional course topics will include controllability and observability, Lyapunov stability and its applications, limit cycles, input-output stability, zero dynamics, center manifold theory, perturbation theory, and averaging. Same as ENG SE 762. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 766,Advanced Scheduling Models and Methods,,,,,,"Graduate Prerequisites: (ENGEK500 & ENGME510) - Emphasizes basic methodological tools and recent advances for the solution of scheduling problems in both deterministic and stochastic settings. Models considered include classical scheduling models, DEDS, neural nets, queueing models, flow control models, and linear programming models. Methods of control and analysis include optimal control, dynamic programming, fuzzy control, adaptive control, hierarchical control, genetic algorithms, simulated annealing, Lagrangian relaxation, and heavy traffic approximations. Examples and case studies focus on applications from manufacturing systems, computer and communication networks, and transportation systems. Same as ENG SE 766. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 778,Micromachined Tranducers,,,,,,"Graduate Prerequisites: (ENGME555) or consent of instructor. - The field of micro-electromechanical devices and systems (MEMS) has been growing at an exciting pace in recent years. The interdisciplinary nature of both micro-machining techniques and their applications can and does lead to exciting synergies. This course will explore the world of mostly silicon-based micro-machined transducers, i.e., micro-sensors and micro-actuators. This requires an awareness of material properties, fabrication technologies, basic structural mechanics, sensing and actuation principles, circuit and system issues, packaging, calibration, and testing. The material will be covered through a combination of lectures, case studies, individual homework assignments, and design projects carried out in teams. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 781,Electroceramics,,,,,,"This course will explore the structure property relationships and phenomena in ceramic materials used in electronic, dielectric, ferroelectric, magnetic, and electrochemical applications. In particular we will discover how to functionalize a component for a particular application - a capacitor, a thermistor, actuator, or a fuel cell. Such a discovery process demands an in- depth understanding of the roles and interrelationships between the crystal structure, defect chemistry, microstructure, and texture in such materials. Statistical thermodynamics, quantum mechanics, and solid mechanics principles will be used as and when necessary in the course. The course is intended to fit in the space and act as a bridge between solid state theory where the emphasis is largely on theory and a ceramic materials course where the emphasis is largely on processing. Same as ENG MS 781. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 785,No longer offered,,,,,,Graduate Prerequisites: (ENGME585) and consent of instructor. - No longer offered Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
ENG ME 788,Soft Tissue Biomechanics,ENG BE 420,ENG ME 521 OR ENG BE 521WITHCONSENTOFINSTRUCT OR ,,,,"Undergraduate Prerequisites: (ENGBE420 & ENGME521) or ENG BE521 or equivalent with consent of instructor. - This course will introduce students to the mechanics of soft biological tissue. In particular, the response of the heart, vasculature, and tissue scaffolds to mechanical loads from the perspective of nonlinear solid mechanics will be studied. Constitutive models for hyperelastic materials will be adapted to biomaterials to handle mechanical characteristics such as nonlinearity, viscoelasticity, and orthotropy. Basic experimental methods, and anatomy and physiology of particular tissue types will also be introduced. Emphasis is placed on integrating the basic analytical, experimental, and computational methods for a more complete understanding of the underlying mechanobiology. Meets with ENG BE 788. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 790,Graduate Seminar in Mechanical Engineering,,,,,,"Discussion of current topics in mechanical engineering. Students are expected to attend and actively participate in weekly discussion meetings. Meetings organized around presentations by invited guests who discuss their research programs, strategies, and approaches. 1 cr. P/F. Fall semester. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 791,Mechanical Engineering PhD Research Placement Program,,,,,,"Graduate Prerequisites: PhD standing - Through trial placements in multiple research labs, first-year PhD students have the opportunity to become familiar with the activities of research groups that are of interest to them. It is recommended that first-year PhD students identify and complete three placements: one in the first semester of their first year and two in their second semester. These placements are intended to help students sample research activities available within Mechanical Engineering and identify the research group and faculty advisor with whom they will perform their dissertation research. Normally each placement will last up to seven weeks. VAR cr. P/F. Either sem. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 801,Teaching Practicum 1,,,,,,"PhD Requirement. Assist faculty by performing teaching or teaching-related duties, such as preparing and teaching labs and discussion sections, developing teaching materials, assisting with homework preparation and grading, proctoring exams, grading exams or papers. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 802,Teaching Practicum 2,,,,,,"PhD requirement. Assist faculty by performing teaching or teaching-related duties, such as preparing and teaching labs and discussion sections, developing teaching materials, assisting with homework preparation and grading, proctoring exams, grading exams or papers. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 810,PhD Internship in Mechanical Engineering,,,,,,Graduate Prerequisites: Permission of advisor and an approved internship offer; at least two semesters in the ME PhD program. - This course provides ME PhD students the opportunity tom include a paid internship as part of their professional training. The internship must be related to the student's area of study. International students require CPT authorization. Written summary required. Graded P/F. Prerequisite: Permission of advisor and an approved internship offer; at least two complete semesters in the ME PhD program. Full-time (30-40 hours/week for at least 12 weeks) = 4 credits; part-time (15-20 hours/week for at least 12 weeks) = 2 credits. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
ENG ME 900,PhD Research,GRADUATEST,ING,,,,Undergraduate Prerequisites: Graduate standing. - Graduate Prerequisites: Restricted to pre-prospectus PhD students. - Participation in a research project under the direction of a faculty advisor leading to the preparation and defense of a PhD prospectus. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
ENG ME 951,Independent Study,,,,,,"Graduate Prerequisites: By petition only. - Graduate students may study, under a faculty member's supervision, subjects not covered in a regularly offered course. Final report and/or written examination normally required. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 952,Mentored Project,,,,,,Mentored Project Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
ENG ME 954,MS Thesis,GRADUATEST,ING,,,,Undergraduate Prerequisites: Graduate standing. - Graduate Prerequisites: Restricted to MS students by petition only. - Participation in a research project under the direction of a faculty advisor leading to the preparation of an original MS thesis. For students pursuing an MS thesis to satisfy the practicum requirement for the MS degree. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
ENG ME 991,PhD Dissertation,GRADUATEST,ING,,,,Undergraduate Prerequisites: Graduate standing. - Graduate Prerequisites: ME 900; restricted to post-prospectus PhD students. - Participation in a research project under the direction of a faculty advisor leading to the preparation and defense of an original PhD dissertation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
